"frame","x [nm]","y [nm]"
57,3718.04,9933.85
57,7781.55,9344.23
57,7135.85,3613.90
57,9037.74,1268.37
58,2268.46,1283.63
58,7428.79,1204.53
58,7520.90,9463.18
58,2833.28,6349.44
58,837.67,3623.19
58,837.38,6346.34
58,3106.30,3093.95
58,594.34,5180.44
58,3502.99,3237.60
58,4194.91,1148.61
58,9723.13,5696.18
58,8695.61,3443.43
58,1116.24,4591.46
58,2841.01,8886.69
58,9043.55,85.08
58,4020.00,2601.96
58,9961.48,2985.11
58,6624.70,8844.78
58,4503.81,4872.62
58,9759.94,1817.92
58,2178.90,4099.31
58,1917.80,1676.53
58,3634.57,2408.54
58,9018.15,5852.47
58,5697.00,7994.01
58,1149.32,1975.00
58,1806.75,9347.17
58,2252.54,4917.43
58,9257.78,9716.61
58,2677.72,290.34
58,425.09,6372.43
58,4889.42,1462.66
58,5257.75,5629.60
58,4638.16,6250.28
58,5285.15,8312.02
58,4127.11,6924.55
58,9182.54,9750.41
58,6535.10,4977.62
58,4796.08,8233.22
58,7633.49,9753.05
58,5453.99,2488.57
58,5641.84,5389.44
58,9984.97,6530.30
58,8440.02,6083.90
58,2587.17,6879.87
58,7943.07,3704.22
58,6714.23,9375.92
58,5979.67,9775.32
58,5812.42,6824.68
58,7185.97,1669.38
58,2372.66,2904.82
58,6015.62,5313.85
58,6683.23,8569.14
58,3769.76,5616.36
58,3811.32,1374.62
58,8416.68,4480.95
58,608.15,118.99
58,1301.43,7583.92
58,3769.53,7767.36
58,9388.43,6712.11
58,9069.24,3866.91
58,79.34,7797.81
58,4775.62,9485.59
58,2863.73,6051.91
58,3774.65,7044.23
58,2181.66,2196.85
58,8955.29,1702.49
58,6121.45,6780.21
58,3996.69,1216.64
58,5343.24,7614.57
58,9600.56,9188.92
58,9528.69,2906.98
58,7853.67,9904.20
58,6636.16,5632.71
58,2487.41,6451.23
58,4941.44,5104.94
58,3959.00,8816.72
58,7636.84,3967.40
58,9224.48,5629.89
58,7098.10,7.54
58,48.93,4071.03
58,9222.51,6038.47
58,1605.54,6404.81
58,534.28,3979.83
58,1930.71,8020.14
58,2640.29,8732.72
58,2589.21,9251.27
58,6474.79,1244.11
58,1503.11,4463.23
58,6652.19,1948.12
58,3774.31,8726.33
58,3500.75,9446.16
58,291.24,776.17
58,5412.43,9666.15
58,5562.35,3328.92
58,7323.10,5242.60
58,447.00,1529.20
58,681.79,9202.53
58,5005.15,3487.55
58,3309.60,624.67
59,4752.65,6288.97
59,5541.08,8705.77
59,2618.12,9400.46
59,1119.11,8411.00
59,9067.11,6555.64
59,9013.57,1637.24
59,7932.82,3256.32
59,5918.05,3775.02
59,8467.16,1120.62
59,6274.05,3967.79
59,8725.06,8593.11
59,9087.35,4820.93
59,9495.51,3270.52
59,4246.39,9030.13
59,8039.71,2863.33
59,2944.56,1228.36
59,411.90,1108.33
59,6214.40,6936.45
59,5883.43,3181.50
59,9791.16,9091.82
59,6949.85,8932.52
59,4350.89,264.40
59,2840.54,8576.53
59,6970.77,2072.88
59,5438.82,8449.45
59,2699.75,8034.31
59,1530.51,8166.34
59,5540.80,1013.73
59,487.78,2643.53
59,4588.16,3641.60
59,2038.05,6836.47
59,7410.54,5267.08
59,4265.24,16.14
59,8213.82,19.70
59,9623.94,8378.69
59,300.86,1176.80
59,898.99,1722.80
59,6630.85,1683.81
59,2023.97,5383.44
59,2648.57,9439.97
59,5529.93,8904.33
59,1185.98,7469.88
59,1821.54,9071.02
59,9873.43,5664.84
59,3076.47,3663.28
59,3820.78,4869.91
59,6599.91,7079.69
59,3223.39,1735.74
59,8174.89,1724.21
59,9796.29,4023.54
59,7857.70,3993.67
59,8174.89,4975.64
59,4005.62,3381.75
59,3047.23,4241.13
59,5235.46,9555.95
59,8664.17,4391.62
59,9284.39,5330.40
59,9116.94,9030.83
59,7337.92,2551.90
59,9499.27,3176.23
59,9654.27,243.33
59,1074.18,356.50
59,1197.70,5648.94
59,9888.80,1624.55
59,455.33,1667.47
59,9229.55,571.68
59,5880.17,256.67
59,5567.70,4654.53
59,4168.44,6207.50
59,3290.59,3815.61
59,4963.38,302.90
59,3534.95,5020.83
59,7053.53,848.54
59,3417.07,2773.69
59,2457.93,6844.93
59,5874.98,4272.53
59,7308.02,5977.50
59,9281.96,5855.41
59,436.44,2047.80
59,9582.50,3356.11
59,6303.36,6643.53
59,433.68,7666.65
59,3671.91,4139.48
59,5091.92,4214.97
59,3458.35,4993.35
59,2599.42,4461.24
59,8099.52,6576.91
59,4465.84,5555.90
59,8328.50,3839.34
59,1939.19,892.12
59,1750.76,3873.27
59,8508.83,6732.11
59,9009.94,2161.93
59,988.31,5542.08
59,5754.03,9637.65
59,5976.45,5524.08
59,3540.61,8147.56
59,2534.56,7379.96
59,7645.02,591.46
59,1325.37,455.86
60,2471.97,5750.46
60,5220.38,2995.41
60,6668.20,4684.50
60,8372.38,7759.73
60,9696.56,1419.95
60,9340.78,2310.61
60,6428.94,7004.27
60,2283.72,3867.80
60,7048.69,8185.33
60,1140.07,9075.81
60,5881.33,4090.29
60,5991.96,8399.66
60,6898.08,2644.78
60,1683.11,8500.09
60,1522.13,1101.82
60,147.23,1820.07
60,1517.30,7541.86
60,4751.88,4125.91
60,2089.12,7631.63
60,8947.84,5592.88
60,3979.78,2860.18
60,4952.23,1652.48
60,4352.42,5489.31
60,8019.22,4131.75
60,5336.51,4534.51
60,4639.28,7218.25
60,543.03,2536.01
60,7949.91,704.22
60,4678.09,2550.96
60,4939.61,862.81
60,9091.83,5623.83
60,8625.78,4178.40
60,7912.87,7807.38
60,9120.40,4147.73
60,4248.44,341.28
60,3617.60,7425.48
60,6242.90,4371.60
60,5594.44,2875.72
60,7976.48,9936.58
60,3440.49,400.96
60,5202.08,5828.29
60,8804.52,8517.05
60,568.02,8467.21
60,9751.01,591.30
60,3643.92,188.83
60,2300.71,2789.35
60,8176.23,1876.90
60,2372.58,8932.10
60,6176.73,7632.44
60,1493.76,8784.07
60,9410.92,1078.49
60,4777.88,3670.59
60,9746.52,4467.74
60,7806.50,3065.49
60,2864.98,7022.35
60,119.35,6403.77
60,8072.91,5880.32
60,4768.44,9282.49
60,6800.38,3588.60
60,4286.82,9282.67
60,4138.01,1011.36
60,8893.34,5361.45
60,2485.78,1983.42
60,8909.02,4071.01
60,7693.68,6213.66
60,5162.30,6067.77
60,5836.64,1262.46
60,2005.60,6257.72
60,8644.20,7578.77
60,3729.50,233.82
60,7905.79,8079.07
60,584.94,761.90
60,1897.20,5143.65
60,4440.64,2283.84
60,4502.65,1591.23
60,7352.38,2800.37
60,6987.36,1934.04
60,8683.13,2007.34
60,5316.79,7248.83
60,7517.26,7778.53
60,1199.35,8517.83
60,2857.79,8267.56
60,3426.59,7472.82
60,8182.61,8653.32
60,8720.25,5207.71
60,6437.26,7652.53
60,3056.28,1456.92
60,8787.25,2973.82
60,5169.37,1050.02
60,8114.13,1838.65
60,3201.28,9439.77
60,5149.05,9583.58
60,4466.69,8273.18
60,3166.13,4613.12
60,2592.55,4341.67
60,9341.42,733.05
60,4975.28,8287.93
60,2719.01,7975.42
60,477.47,1049.86
60,5295.26,2682.74
61,4198.00,9721.93
61,8523.40,5376.37
61,202.94,9367.74
61,9619.06,5884.89
61,370.18,6463.49
61,2106.05,9949.76
61,7802.33,4710.39
61,3968.23,7530.25
61,8650.81,5132.71
61,2080.15,82.24
61,6477.89,1727.76
61,851.92,9200.75
61,5923.98,2912.64
61,9628.85,5985.38
61,3344.23,9710.81
61,9975.48,6116.30
61,3769.54,633.48
61,3044.54,90.22
61,3749.02,2675.93
61,1809.48,6359.04
61,9592.33,250.76
61,8441.75,1247.14
61,6521.64,5280.51
61,2727.52,8347.79
61,8025.87,6442.10
61,80.04,4705.27
61,6022.53,577.76
61,3196.67,4193.29
61,7719.51,2531.75
61,7907.97,738.83
61,6313.96,8683.20
61,1393.00,8979.83
61,681.60,3305.02
61,3166.83,2051.04
61,4438.95,5139.89
61,722.00,3498.42
61,2127.20,6553.00
61,3106.78,5055.16
61,678.32,7454.65
61,1765.22,5571.45
61,7428.43,9185.03
61,7520.90,4781.49
61,9706.89,3237.67
61,7054.03,9169.15
61,3173.10,8661.76
61,7919.01,5310.60
61,7455.48,4274.91
61,4691.34,5123.84
61,5467.47,9514.48
61,3812.92,7334.28
61,4538.22,8619.91
61,4048.88,9881.28
61,3934.41,500.46
61,1544.31,338.93
61,7552.15,3373.15
61,695.63,5837.00
61,546.99,8837.12
61,5267.80,5217.26
61,6563.99,8221.23
61,1282.43,6434.04
61,9661.94,7089.14
61,4456.36,4898.85
61,429.59,8523.47
61,3551.89,4848.10
61,2430.43,4197.70
61,269.67,7000.77
61,7146.11,7345.57
61,6873.07,1872.47
61,1060.23,9951.71
61,117.14,5137.66
61,904.14,8715.32
61,4198.04,9463.34
61,7996.68,3095.08
61,1382.93,2077.15
61,7747.67,8364.53
61,3605.58,7504.39
61,7334.82,9579.77
61,6215.42,9242.27
61,8146.25,5236.59
61,7413.73,7528.60
61,6643.37,5302.34
61,3455.84,3994.05
61,7130.14,4281.65
61,8651.59,8034.84
61,6518.77,3010.29
61,760.99,9258.51
61,2942.08,6241.03
61,6527.76,7338.74
61,5834.65,6824.32
61,9197.24,6546.18
61,4698.09,9891.86
61,7484.83,2666.20
61,7444.41,9493.70
61,5010.06,6301.83
61,9784.54,9775.34
61,1916.93,1799.85
61,9487.67,810.90
61,732.86,7529.61
61,431.19,5814.76
61,5988.67,6378.09
62,7988.44,9617.37
62,6005.64,5794.97
62,9950.56,5811.47
62,1069.74,8517.70
62,3154.70,9717.53
62,5060.93,3742.53
62,4775.83,1891.02
62,7696.29,6833.32
62,6296.74,2707.30
62,8010.01,9792.16
62,6463.00,5365.90
62,3545.18,4881.78
62,1128.28,1970.96
62,2384.74,8634.85
62,9845.56,7300.74
62,267.66,936.57
62,4082.47,5806.62
62,9052.93,3566.66
62,854.36,3970.93
62,8831.73,4137.15
62,5535.60,5044.82
62,9522.83,7712.76
62,4061.09,8324.04
62,3461.18,7254.58
62,2056.03,8162.32
62,5124.20,8246.83
62,9110.41,5663.27
62,949.02,1893.27
62,6115.18,3931.68
62,5300.19,8223.96
62,1111.25,5811.79
62,545.18,6486.30
62,8474.25,669.41
62,9180.70,5833.90
62,1161.57,5789.39
62,3351.54,1378.95
62,2786.85,5321.44
62,4860.94,5934.92
62,8444.77,1335.82
62,1804.20,4446.20
62,1880.08,3257.69
62,1600.41,4378.27
62,7226.62,2166.15
62,5518.91,5334.30
62,2038.25,4935.11
62,5131.18,6045.91
62,8865.61,2313.72
62,8117.45,6588.86
62,3922.02,8906.88
62,4424.83,2392.54
62,908.63,5738.69
62,2374.23,7609.08
62,7762.29,2457.71
62,8746.70,5227.93
62,7352.39,5765.95
62,8149.56,3565.80
62,5070.55,5170.57
62,2124.10,1512.37
62,4864.05,3477.99
62,8938.86,6604.73
62,2812.73,2656.29
62,7829.98,304.69
62,6484.55,4616.22
62,2040.92,565.39
62,6770.16,6627.48
62,4410.22,6193.04
62,8510.91,56.05
62,1516.28,3601.85
62,612.00,1215.65
62,485.31,6975.12
62,2449.40,7634.04
62,8368.02,5138.25
62,5340.29,6311.30
62,2454.17,9827.73
62,1518.42,8175.98
62,4198.77,1307.58
62,4362.62,6697.14
62,4670.61,6082.24
62,2765.15,3653.98
62,647.43,6881.67
62,9585.48,8414.66
62,5663.14,6414.21
62,569.97,8616.08
62,25.01,1701.12
62,3104.53,2576.82
62,6823.86,1558.32
62,8784.58,502.22
62,820.09,7499.79
62,1126.60,5695.80
62,7997.27,4186.17
62,8583.46,9898.53
62,8591.37,3835.04
62,4780.00,8631.04
62,5781.89,6029.10
62,1509.44,6610.58
62,753.99,4666.52
62,8601.22,6846.97
62,1979.73,6934.77
63,1885.56,9883.47
63,1004.53,2074.33
63,2214.31,1951.07
63,7294.51,339.97
63,1452.23,5785.90
63,6220.22,4080.60
63,6906.74,2829.22
63,1038.07,3686.70
63,93.40,7473.78
63,611.32,5441.31
63,424.57,285.31
63,5212.90,2627.82
63,3469.05,1177.24
63,1739.26,998.49
63,1610.20,6240.93
63,1670.21,7730.61
63,766.51,9018.39
63,1587.78,7525.18
63,4385.64,8923.87
63,3562.26,9948.69
63,1135.10,3115.78
63,9619.81,9483.61
63,3320.76,2479.59
63,8571.30,9814.43
63,3668.26,1728.61
63,571.59,3823.93
63,4167.40,5114.65
63,8720.90,785.09
63,801.57,3573.26
63,9787.37,4224.95
63,8660.99,7753.89
63,3597.11,2046.29
63,7940.42,9678.06
63,3054.82,6823.77
63,8402.61,5363.48
63,2936.17,5550.25
63,1413.12,5948.71
63,6359.53,6507.63
63,8611.71,1225.42
63,3755.91,1338.24
63,8704.17,1309.29
63,1050.91,9736.80
63,8980.34,5534.82
63,5725.44,7037.76
63,9690.30,4198.80
63,5615.55,2693.28
63,6213.49,9805.19
63,259.04,3744.65
63,3570.59,352.23
63,6974.49,4388.95
63,5718.54,976.32
63,578.97,5162.59
63,2012.50,6941.50
63,7641.10,1342.28
63,1860.36,1294.99
63,91.03,2965.42
63,870.21,1591.13
63,8019.89,8513.57
63,7480.75,1514.88
63,5321.49,6692.24
63,1215.64,3514.00
63,312.77,9509.21
63,960.11,9275.67
63,3525.39,9651.01
63,9170.11,3911.07
63,6091.74,6407.25
63,5145.67,9370.65
63,6103.95,3863.07
63,9242.61,3592.56
63,2270.01,4439.42
63,963.54,4502.07
63,3982.59,2599.07
63,3601.47,5407.00
63,1158.67,5036.72
63,1451.17,5027.61
63,8093.88,1953.48
63,4708.32,4363.40
63,8222.51,5544.73
63,6461.24,9430.76
63,5420.05,5955.10
63,6489.41,7815.51
63,3305.13,1816.91
63,1382.24,5243.06
63,2388.39,7151.65
63,1043.02,8571.04
63,7776.51,1785.90
63,6091.50,6995.66
63,722.30,6559.82
63,7996.65,2061.22
63,2060.06,65.96
63,6543.34,6425.15
63,4963.14,341.06
63,4137.67,5368.03
63,4047.58,4029.06
63,8288.62,7433.98
63,5919.64,8044.62
63,5253.61,3833.41
63,3608.07,1006.10
63,189.00,5997.22
64,4327.72,9920.81
64,3.97,6150.09
64,9186.28,2442.10
64,1741.74,1500.27
64,9730.41,8778.44
64,5801.07,2681.69
64,3709.82,9537.75
64,1704.35,2884.43
64,3979.22,2369.67
64,430.63,5456.71
64,6565.20,1965.95
64,4551.71,3481.95
64,716.56,4832.69
64,5557.34,7115.10
64,9321.94,149.44
64,4437.06,9711.08
64,1333.66,4765.01
64,9519.08,3279.32
64,2328.55,7898.35
64,1539.02,539.08
64,2498.61,3983.35
64,64.39,9479.12
64,750.38,5249.07
64,4508.00,7094.74
64,9147.42,4964.82
64,8253.41,9052.55
64,9788.84,6691.22
64,1501.15,7059.23
64,8807.40,4627.10
64,4391.94,3067.58
64,8574.88,9151.82
64,3886.06,8910.94
64,7478.21,9341.21
64,6066.33,8284.86
64,4590.77,3861.33
64,3300.50,3747.31
64,2315.59,8531.97
64,9230.00,268.14
64,5456.60,5420.45
64,1465.79,4803.58
64,8888.66,1464.90
64,5365.23,5111.26
64,9185.62,1452.11
64,9690.26,8121.55
64,7153.11,5049.19
64,5217.54,8207.94
64,4921.85,9083.15
64,9819.20,675.94
64,7117.01,4659.16
64,4624.70,3616.41
64,4256.70,281.54
64,1933.67,9321.64
64,2825.97,8812.14
64,8378.17,532.51
64,4445.34,6858.58
64,7072.70,5836.13
64,9850.48,9067.78
64,1536.45,7733.24
64,2405.14,3346.85
64,8751.68,4237.83
64,8044.26,3020.75
64,1794.36,8037.25
64,856.13,3494.41
64,2633.76,740.47
64,8157.15,2900.40
64,7629.06,4068.02
64,3646.79,7577.60
64,935.29,8540.40
64,7954.63,3418.48
64,1477.39,6800.68
64,1232.24,6514.76
64,8661.55,1696.97
64,4453.40,7734.49
64,1382.59,1525.30
64,6725.93,535.68
64,3420.16,1136.43
64,4158.61,7909.98
64,1841.95,3734.95
64,590.46,7087.41
64,9114.85,3916.51
64,1049.47,4821.08
64,3492.25,4525.09
64,4134.91,5175.97
64,8728.10,3376.48
64,2344.40,1305.34
64,5321.59,1178.62
64,2772.22,945.90
64,675.28,1145.18
64,1627.85,6883.46
64,8232.36,6823.37
64,9129.25,3221.41
64,5408.38,2599.42
64,4145.19,8339.69
64,126.92,9815.69
64,6373.67,1399.29
64,5259.75,9293.41
64,6195.84,7312.15
64,3926.71,9805.44
64,5993.99,3146.80
64,6417.13,1883.26
65,2810.89,1370.42
65,6579.61,3848.45
65,8914.27,1648.63
65,6529.82,3261.69
65,5841.83,5673.07
65,7714.61,1205.93
65,9313.33,6072.77
65,6385.88,5236.22
65,9205.06,3072.74
65,4169.31,8366.01
65,6184.99,2725.22
65,8284.29,1188.44
65,4910.99,6967.09
65,2106.01,6753.11
65,7502.47,8291.83
65,4801.14,5559.55
65,5415.50,3388.75
65,5390.24,7248.75
65,6887.17,1719.89
65,8254.07,3577.90
65,475.27,2548.73
65,1632.89,5671.57
65,8696.10,1339.76
65,6010.44,6287.47
65,62.04,6091.27
65,9833.87,6395.34
65,9125.99,2744.93
65,2930.42,8336.21
65,6382.13,726.19
65,1440.77,3318.96
65,1522.54,2804.83
65,9947.57,529.43
65,181.16,2590.30
65,9557.25,9935.00
65,8442.28,8470.66
65,2689.65,1300.63
65,7732.00,4210.14
65,1678.57,698.38
65,7580.78,4426.78
65,2175.67,9819.25
65,2882.60,9349.13
65,7795.37,1325.01
65,6274.34,1746.53
65,8698.87,1886.76
65,5408.06,1908.65
65,5269.13,3308.79
65,9789.21,4364.22
65,5150.97,9316.05
65,668.51,4065.83
65,889.83,2786.83
65,9582.24,7384.00
65,5582.91,7689.01
65,6840.26,4969.15
65,3225.09,9923.73
65,3362.96,783.31
65,3858.62,4157.46
65,318.12,2528.64
65,5934.70,4796.87
65,3513.82,8509.88
65,2568.25,3078.97
65,956.36,9476.20
65,5180.06,4012.52
65,8358.73,5282.10
65,4928.21,8992.62
65,941.76,5025.20
65,4552.40,8619.64
65,3901.17,1760.32
65,7309.61,9152.12
65,4254.39,176.74
65,25.48,115.79
65,7333.49,8495.87
65,713.75,8719.31
65,8835.89,2896.04
65,8288.95,6064.44
65,8548.76,8202.83
65,8954.61,6365.40
65,9323.53,6004.50
65,9054.93,1341.59
65,3863.88,2310.45
65,5127.02,2332.87
65,4976.53,1897.14
65,2756.39,2613.45
65,2403.68,8571.04
65,8198.85,6919.02
65,1145.89,9249.10
65,3844.58,2411.53
65,7979.16,6774.24
65,7476.74,5573.20
65,2627.53,5016.06
65,7006.48,4985.41
65,4447.46,4464.52
65,5482.62,1453.05
65,298.27,4482.59
65,2864.25,1303.92
65,1562.24,4634.18
65,5553.05,2922.37
65,5203.73,3911.65
65,420.13,2503.79
65,7061.57,5557.81
65,3317.65,5389.20
66,300.74,3161.56
66,8756.44,2729.72
66,1228.01,4600.17
66,4022.44,5405.57
66,7456.48,9871.60
66,1375.82,3638.64
66,8202.70,8030.64
66,6892.03,1862.32
66,1719.06,917.45
66,3635.96,3859.28
66,7236.06,8152.58
66,3629.53,1842.67
66,6761.23,254.66
66,7770.42,5552.73
66,5073.77,7984.01
66,8691.12,9992.41
66,3958.65,4593.32
66,3101.86,6347.60
66,5535.29,6410.06
66,58.38,6191.03
66,4548.13,6573.29
66,6772.18,1683.64
66,9407.02,6998.50
66,2534.85,3060.24
66,3597.71,1749.08
66,4804.90,5066.58
66,8007.00,3167.74
66,5469.21,5503.88
66,8918.38,879.43
66,9933.19,7976.19
66,7088.24,5947.15
66,1467.27,9035.07
66,1995.66,2117.79
66,7821.95,8621.59
66,692.48,7214.44
66,1236.12,2954.56
66,7186.49,4934.34
66,4632.17,9564.67
66,7986.23,3778.19
66,3828.73,2367.27
66,1347.83,4716.13
66,784.80,2590.34
66,6302.12,1878.57
66,2246.86,4343.67
66,4267.52,2403.74
66,175.96,9391.73
66,8569.51,3987.92
66,7774.11,176.95
66,8536.41,951.99
66,2064.36,6501.15
66,8797.13,6691.35
66,9751.61,8471.81
66,2277.97,6117.10
66,1108.41,57.96
66,2828.31,6369.81
66,3202.84,6483.21
66,4029.99,8130.03
66,4014.48,1265.88
66,955.03,6646.77
66,7903.35,9278.90
66,7644.80,437.07
66,3359.60,4943.06
66,2656.31,3660.73
66,2665.59,6118.21
66,7042.21,6887.20
66,9976.85,6736.13
66,256.25,3886.78
66,5028.15,7275.60
66,8662.29,6146.66
66,501.84,9218.64
66,6243.43,3390.07
66,9802.01,9203.82
66,5690.28,1889.96
66,5555.26,7017.52
66,2806.53,5386.64
66,5888.01,3857.46
66,9761.90,2011.67
66,5219.69,957.75
66,3462.59,9753.82
66,6451.42,5390.41
66,7180.77,5511.07
66,8585.74,1030.55
66,7101.87,8334.26
66,191.94,8541.88
66,1797.89,5498.99
66,7964.01,440.57
66,9935.39,8874.64
66,5911.38,1880.06
66,928.34,698.28
66,7173.70,4392.85
66,2431.97,5063.37
66,928.73,8444.44
66,9328.18,3540.58
66,9734.71,5375.73
66,8695.99,4616.50
66,6114.20,8033.85
66,5657.40,2209.80
66,1338.50,5611.57
66,225.28,9997.31
67,2490.93,985.65
67,9505.57,9593.33
67,1061.68,5199.66
67,1203.91,4238.67
67,956.31,3530.87
67,5642.85,3652.29
67,2034.05,6702.50
67,5580.16,239.36
67,7172.10,6538.78
67,8639.96,9525.51
67,2897.01,3345.45
67,1082.86,1200.77
67,6552.67,3677.11
67,6369.80,7589.36
67,9848.74,751.05
67,2875.39,1558.88
67,764.09,6576.60
67,6217.84,7594.42
67,8833.42,4485.58
67,8575.29,9357.81
67,9638.15,7636.66
67,7555.33,8691.78
67,2121.12,777.68
67,2597.10,4160.62
67,9233.66,7406.66
67,4485.91,7005.97
67,4519.27,9035.55
67,6886.58,3395.36
67,4842.05,6499.41
67,2974.24,1095.43
67,1777.07,6798.47
67,6954.49,8093.30
67,6357.47,4068.24
67,9580.54,6520.56
67,893.55,8108.54
67,3705.49,6497.02
67,9753.88,1246.50
67,261.64,8708.57
67,7508.28,2972.30
67,5634.53,5182.24
67,4661.13,2493.30
67,8522.17,6741.98
67,626.05,53.94
67,837.69,198.61
67,9868.36,9814.44
67,5026.84,2674.46
67,5138.74,6975.12
67,1342.45,486.42
67,6299.71,568.24
67,3484.46,9090.89
67,9232.18,1596.34
67,3860.64,9476.64
67,8006.29,4400.59
67,551.40,6480.27
67,7369.84,5008.93
67,767.04,964.53
67,3026.74,4753.63
67,6657.02,9156.71
67,7373.68,9674.92
67,6008.06,8777.76
67,8394.08,5014.94
67,6390.18,3126.32
67,521.53,7368.51
67,2626.13,7828.31
67,3126.47,6339.39
67,1738.77,5124.52
67,6244.59,245.07
67,1973.25,4028.57
67,7510.28,9188.53
67,4742.31,421.69
67,6939.22,5022.64
67,5773.68,751.98
67,5083.41,2275.89
67,1107.06,4120.44
67,4066.72,5348.71
67,6470.21,1348.88
67,3396.31,4263.88
67,984.05,3543.83
67,8782.28,2025.62
67,8574.35,6905.83
67,710.83,898.89
67,2762.25,9565.78
67,9281.13,2652.73
67,3017.44,2363.38
67,2496.89,808.69
67,8166.34,9535.87
67,9572.89,5114.34
67,3052.59,9100.37
67,8254.54,6481.19
67,3386.68,1873.33
67,3735.58,350.27
67,243.12,3940.23
67,2834.96,5092.06
67,4232.63,1147.80
67,6322.74,8303.96
67,7770.44,3701.78
67,3414.63,9152.20
67,5321.59,1276.02
67,5346.67,4866.47
68,405.99,2858.00
68,7368.30,2295.40
68,8468.32,2763.90
68,5378.96,6014.74
68,6198.52,8249.62
68,745.46,9596.28
68,9471.05,8070.30
68,1195.58,3151.17
68,2920.07,2118.20
68,1957.53,2208.90
68,9261.91,8027.74
68,9403.44,9177.04
68,5292.79,1969.23
68,1151.49,6465.58
68,3397.49,9494.42
68,2954.21,9768.00
68,3052.14,6621.44
68,6789.54,7211.25
68,941.81,1295.25
68,113.21,6223.36
68,1410.10,3688.43
68,7576.23,4546.80
68,6792.24,6083.94
68,3197.35,4759.26
68,7544.16,3636.05
68,3963.22,8144.80
68,5923.66,4916.72
68,4964.92,1568.92
68,3319.80,7318.27
68,8137.18,6216.05
68,3266.80,7708.27
68,5044.21,9914.23
68,9772.45,8936.55
68,5185.00,9994.55
68,1532.75,1727.60
68,7249.74,5307.73
68,6560.82,3846.04
68,39.31,7334.85
68,916.90,8866.87
68,254.28,6523.32
68,6760.86,4958.44
68,8069.41,208.32
68,1566.20,2183.13
68,5913.49,9942.86
68,270.90,3997.61
68,1956.97,3177.12
68,1242.49,8094.46
68,3471.16,865.37
68,1939.78,1334.90
68,4469.39,503.47
68,5436.94,4059.61
68,2162.28,5056.41
68,7006.64,1677.64
68,7366.75,3254.69
68,3669.35,8860.60
68,9813.94,180.73
68,5253.91,7157.76
68,7892.64,7750.66
68,7659.26,1885.23
68,108.25,8181.74
68,7706.38,9183.65
68,9240.50,7087.59
68,6883.32,70.25
68,3450.36,2545.87
68,6053.93,7032.42
68,8985.72,5814.94
68,4000.56,1834.62
68,300.03,2415.59
68,4341.65,9062.98
68,5971.34,8612.16
68,5049.09,9713.49
68,2986.88,4329.15
68,4156.90,2858.68
68,7769.77,1110.49
68,2431.87,4148.89
68,7478.05,2519.58
68,9501.69,6389.22
68,2414.32,5652.56
68,7870.14,7591.32
68,5070.56,5984.50
68,6489.63,8993.07
68,2534.69,6692.68
68,6970.48,8643.32
68,4295.34,632.77
68,2621.28,8599.61
68,8615.17,93.18
68,58.47,7418.62
68,1096.18,7008.75
68,7701.14,2226.64
68,6188.45,8215.00
68,6873.08,4387.46
68,651.90,8219.11
68,604.47,7746.93
68,142.27,5661.79
68,1674.68,1858.34
68,7467.10,6291.95
68,1024.11,6045.66
68,5503.21,3959.83
68,2935.08,3877.17
68,8001.00,4518.76
69,7344.10,9590.41
69,1245.07,3128.54
69,2110.49,5751.31
69,640.89,2346.50
69,1679.65,9253.04
69,1074.15,3623.01
69,1960.51,6619.22
69,5017.85,5403.02
69,9809.43,1760.13
69,1034.42,9376.85
69,5898.30,3906.00
69,3652.98,1805.15
69,982.28,1935.26
69,6910.20,4749.96
69,2679.46,5397.32
69,4034.77,6450.37
69,8356.10,7982.10
69,5098.92,5948.47
69,6408.58,6996.49
69,2010.12,1498.00
69,6576.46,6153.53
69,7327.96,1115.37
69,9274.46,444.83
69,4422.86,5003.97
69,7163.07,3564.10
69,1426.14,5168.70
69,4669.47,6120.43
69,5733.92,1369.96
69,4823.96,1697.38
69,6426.42,3297.76
69,3203.65,6625.81
69,1085.77,5941.65
69,2842.28,9951.90
69,6568.67,9179.43
69,5189.41,1151.94
69,6359.75,8072.55
69,3638.71,6745.25
69,8235.68,1616.10
69,9465.72,4848.79
69,3613.58,5518.98
69,4445.39,7929.88
69,9145.64,7600.80
69,753.67,5796.70
69,586.39,8004.66
69,6692.36,8984.80
69,6234.98,4005.48
69,6707.51,9210.05
69,5073.96,9443.34
69,2544.29,1381.20
69,2485.57,3078.62
69,1138.31,5343.49
69,4559.96,265.02
69,8707.21,4925.80
69,2694.62,6184.69
69,5485.90,2141.06
69,425.18,8072.93
69,3187.44,5844.69
69,540.60,4241.06
69,7343.29,6331.34
69,9926.85,6036.91
69,2314.28,4024.68
69,3150.80,4863.92
69,457.13,880.18
69,4267.72,9821.33
69,3732.06,4009.99
69,8341.23,3199.63
69,5771.92,1950.29
69,1517.69,4556.40
69,5988.35,7964.81
69,3987.17,5857.64
69,2839.38,9749.20
69,5516.55,6799.58
69,971.77,9556.55
69,198.21,2569.03
69,226.10,5853.00
69,7996.22,1763.34
69,5591.17,5443.23
69,4789.46,6193.25
69,188.01,8181.59
69,4497.43,833.32
69,7540.82,6015.72
69,5529.75,7659.72
69,2269.16,7100.83
69,8239.65,4827.54
69,5469.63,5862.06
69,3375.78,3924.55
